id;nazwisko;ulica;telefon;dupa
593;Ograbek;Piekarska;+48 22 190 29 80;
594;Linka;Jana Pawła II;+48 791 959 306;
595;Klus;Żabia;+48 532 957 904;
596;Zadka;Lubelska;+48 733 346 634;
597;Stempel;Malinowa;538 504 309;
598;Pastuła;Składowa;508 223 939;
599;Cudzich;Lazurowa;+48 539 538 336;
600;Labudda;Kaliska;+48 533 142 229;
601;Daniec;Żwirowa;665 292 129;
602;Chachaj;Zapolskiej;570 609 727;
603;Wojak;Młyńska;+48 692 150 499;
604;Pesta;Piekarska;691 967 089;
605;Kubasiak;Kossaka;693 217 035;
606;Sysło;Kasztanowa;+48 22 490 15 58;
607;Kozłowicz;Jana III Sobieskiego;697 066 743;
608;Hewelt;Leśna;+48 22 367 76 18;
609;Kulczak;Klasztorna;884 647 529;
610;Kazek;Floriana;+48 570 256 629;
611;Pysz;Ptasia;579 117 076;
612;Kutek;Żeglarska;22 097 72 02;
613;Kaczka;Waryńskiego;+48 570 673 470;
614;Siudek;Gałczynskiego;791 728 982;
615;Wielądek;Popiełuszki;+48 22 821 68 12;
616;Gładka;Hallera;577 783 860;
617;Budrewicz;Akacjowa;738 236 619;
618;Wawak;Jana Pawła II;+48 577 083 629;
619;Smoter;Lipca;732 806 633;
620;Browarczyk;Kołłątaja;885 505 718;
621;Walocha;Maczka;668 237 131;
622;Fiołka;Spacerowa;+48 786 801 848;
623;Madziar;Ogrodowa;735 066 939;
624;Ośka;Władysława Łokietka;+48 782 165 452;
625;Stachelek;Urocza;+48 720 146 235;
626;Fidura;Boczna;787 971 606;
627;Rejmak;Wspólna;780 251 851;
628;Utrata;Lelewela;+48 881 323 006;
629;Kij;Pułaskiego;+48 22 305 98 21;
630;Okła;Młynarska;+48 720 067 637;
631;Bittner;Błękitna;+48 883 937 529;
632;Sztuba;Długosza;+48 518 621 774;
633;Dankiewicz;Malczewskiego;889 739 130;
634;Wiciak;Żeglarska;+48 578 276 243;
635;Piskor;Rolna;+48 794 208 507;
636;Bondyra;Mazurska;691 102 318;
637;Wasilewicz;Zielona;791 787 797;
638;Maras;Bałtycka;691 241 118;
639;Chołody;Szafirowa;+48 574 280 128;
640;Piekara;Powstańców Śląskich;607 678 897;
641;Pasich;Bema;+48 880 244 907;
642;Hajdas;Leszczynowa;+48 798 753 597;
643;Guziak;Bociania;661 723 911;
644;Siwa;Orzeszkowej;782 438 909;
645;Szyca;Rózana;789 709 417;
646;Szalast;Zapolskiej;512 239 624;
647;Szok;Młynarska;+48 32 077 64 48;
648;Latoszek;Słowianska;+48 505 271 457;
649;Danisz;Cisowa;+48 575 708 780;
650;Godyń;Tuwima;+48 784 591 100;
651;Kłysz;Plażowa;+48 725 694 988;
652;Motak;Malczewskiego;+48 724 137 274;
653;Zbrzeźniak;Powstańców Wielkopolskich;+48 780 607 271;
654;Tylus;Kwiatowa;727 666 843;
655;Mandrysz;Piastowska;691 838 882;
656;Gorgol;Jana;783 045 014;
657;Kudra;Tulipanowa;+48 22 310 64 59;
658;Grądziel;Władysława Łokietka;+48 22 286 36 31;
659;Piesik;Makowa;+48 578 017 742;
660;Twardzik;Jesionowa;570 506 594;
661;Bachanek;Żurawia;+48 727 470 892;
662;Fojt;Radosna;576 755 818;
663;Duczek;Tysiąclecia;+48 797 498 158;
664;Cąkała;Sowia;+48 794 373 426;
665;Rzeszutko;Pałacowa;691 518 375;
666;Ludwik;Pogodna;+48 727 562 565;
667;Neubauer;Podleśna;662 729 529;
668;Miotke;Mazowiecka;+48 794 084 019;
669;Piaseczna;Narcyzowa;+48 510 255 655;
670;Rajchel;Okulickiego;+48 575 358 795;
671;Rutowicz;Toruńska;782 825 328;
672;Lato;Niepodległości;+48 692 659 872;
673;Helman;Staffa;32 509 83 70;
674;Wosiek;Jagodowa;+48 784 437 222;
675;Bruś;Jastrzębia;694 641 105;
676;Maciejczuk;Baczynskiego;+48 575 791 638;
677;Miąsko;Letnia;+48 32 357 98 24;
678;Nieborak;Łanowa;+48 512 717 272;
679;Hojka;Partyzantów;32 923 58 43;
680;Skotarczak;Strażacka;+48 575 659 747;
681;Fras;Wolności;+48 600 841 267;
682;Potęga;Boczna;514 643 989;
683;Wandzel;Dębowa;605 484 485;
684;Sulich;Tartaczna;794 916 934;
685;Migała;Borowa;516 776 383;
686;Midura;Parkowa;+48 32 317 99 00;
687;Orszulik;Maczka;784 016 309;
688;Podsiadła;Krasińskiego;+48 734 284 450;
689;Pałac;Wiśniowa;+48 509 450 814;
690;Wójs;Grabowa;+48 22 767 03 91;
691;Kadela;Powstańców;668 545 879;
692;Doruch;Storczykowa;785 036 553;
693;Bzymek;Wrzosowa;+48 733 746 118;
694;Wujec;Strumykowa;507 709 425;
695;Glazik;Grabowa;696 982 978;
696;Kanik;Słowicza;690 977 305;
697;Szyda;Popiełuszki;+48 886 631 184;
698;Stachelek;Wyzwolenia;608 248 760;
699;Jop;Rybacka;+48 798 113 447;
700;Niklewicz;Poznańska;+48 797 418 215;
701;Janiuk;Owocowa;+48 22 735 67 40;
702;Zinkiewicz;Jodłowa;519 338 418;
703;Tereszkiewicz;Gdańska;+48 693 183 663;
704;Jakóbik;Wróblewskiego;+48 695 971 988;
705;Krzysztofek;Lazurowa;507 183 292;
706;Proć;Wysoka;575 735 982;
707;Jaroszuk;Kolonia;500 067 179;
708;Klatka;Królewska;22 591 19 15;
709;Ziarno;Ciasna;537 517 930;
710;Kempka;Bolesława Krzywoustego;577 155 633;
711;Bernatek;Witosa;+48 881 785 595;
712;Kość;Bałtycka;+48 575 919 265;
713;Zaniewicz;Polna;+48 516 230 625;
714;Wojtarowicz;Wyspiańskiego;+48 781 027 525;
715;Ryznar;Chopina;+48 515 135 460;
716;Filiks;Bolesława Krzywoustego;+48 669 739 259;
717;Kijanka;Korczaka;791 946 741;
718;Pal;Rumiankowa;887 328 407;
719;Pleban;Staffa;22 697 36 69;
720;Sip;Daleka;32 041 16 79;
721;Kłysz;Władysława Łokietka;602 614 877;
722;Masiak;Władysława Łokietka;+48 510 910 189;
723;Patoka;Szkolna;32 626 72 51;
724;Gmurczyk;Traugutta;+48 734 811 997;
725;Ubysz;Wąska;+48 667 983 158;
726;Wandas;Długosza;792 345 340;
727;Pietrak;Klasztorna;+48 22 929 98 00;
728;Mądro;Krasińskiego;502 693 768;
729;Beck;Listopada;733 507 508;
730;Worach;Daszyńskiego;734 366 319;
731;Garncarek;Źródlana;+48 32 799 47 92;
732;Stosio;Kaszubska;788 197 365;
733;Kamyszek;Cicha;505 023 189;
734;Wojtalewicz;Jarzębinowa;697 217 028;
735;Kolarz;Rynek;32 623 79 59;
736;Chadaj;Dąbrowskiego;512 806 669;
737;Przewłoka;Lawendowa;+48 736 052 599;
738;Wojtasiewicz;Srebrna;888 618 489;
739;Kosiak;Wesoła;+48 796 318 633;
740;Taranek;Wróblewskiego;+48 531 248 233;
741;Sadowy;Kowalska;22 725 05 81;
742;Berus;Pułaskiego;+48 32 539 89 02;
743;Kiryluk;Jagiellońska;32 410 39 96;
744;Kuster;Stolarska;695 530 753;
745;Szmagaj;Szkolna;+48 727 073 487;
746;Kamela;Graniczna;780 774 463;
747;Wojtach;Bankowa;+48 692 189 980;
748;Piszcz;Wyspiańskiego;+48 500 214 209;
749;Kiciak;Hallera;500 680 535;
750;Gryszkiewicz;Jodłowa;514 849 077;
751;Kobza;Majowa;+48 510 637 794;
752;Tytko;Wiśniowa;738 021 292;
753;Moskalik;Jeziorna;736 453 602;
754;Rybus;Nadbrzeżna;504 429 365;
755;Symonowicz;Leszczynowa;535 170 031;
756;Madziar;Leśna;+48 32 810 30 25;
757;Sobków;Chmielna;730 694 109;
758;Jamroży;Długosza;666 297 141;
759;Sądej;Głogowa;+48 533 963 964;
760;Dyrek;Tuwima;693 495 580;
761;Kadela;Sowia;+48 602 663 411;
762;Połom;Krakowska;+48 602 703 854;
763;Szymajda;Storczykowa;537 922 689;
764;Leśko;Bydgoska;+48 667 704 704;
765;Wojtalik;Chmielna;734 508 471;
766;Pindral;Łączna;+48 666 979 348;
767;Mroczko;Koralowa;691 522 510;
768;Jarka;Bursztynowa;22 837 06 24;
769;Słobodzian;Letnia;661 460 109;
770;Fidor;Harcerska;+48 662 360 283;
771;Mesjasz;Stawowa;+48 730 106 717;
772;Grzegorzak;Owocowa;+48 888 362 942;
773;Andrzejuk;Morcinka;+48 697 886 781;
774;Dubel;Sawickiej;666 390 991;
775;Turczyk;Rumiankowa;+48 32 133 37 35;
776;Indyka;Wróblewskiego;+48 725 880 863;
777;Latek;Zapolskiej;+48 500 687 330;
778;Sierpień;Zaciszna;501 466 204;
779;Horbacz;Księżycowa;22 617 25 78;
780;Dębosz;Sosnowa;737 715 546;
781;Koperek;Górska;+48 578 674 114;
782;Dziwak;Kowalska;734 826 895;
783;Staniewicz;Świerczewskiego;662 111 149;
784;Żybura;Krucza;+48 603 279 025;
785;Sabała;Krasińskiego;576 784 224;
786;Horbacz;Piastowska;+48 695 423 672;
787;Rawa;Konarskiego;785 456 269;
788;Odrzywołek;Szpitalna;881 709 826;
789;Rurarz;Spacerowa;+48 888 296 796;
790;Kurcz;Żwirki i Wigury;604 423 111;
791;Naumiuk;Urocza;+48 720 332 139;
792;Beśka;Krokusowa;+48 608 136 770;
793;Rozynek;Żeromskiego;+48 734 636 350;
794;Ochnik;Dworcowa;32 556 46 52;
795;Kukieła;Tartaczna;+48 690 379 055;
796;Trojanowicz;Żeromskiego;578 005 223;
797;Pindral;Mokra;+48 502 097 521;
798;Piekara;Baczynskiego;533 936 621;
799;Jamroz;Batalionów Chłopskich;+48 574 709 815;
800;Fiołka;Rolna;+48 661 640 456;
801;Górnisiewicz;Cegielniana;605 950 369;
802;Drwięga;Wiejska;+48 601 550 714;
803;Klorek;Tuwima;+48 538 279 412;
804;Rolak;Żytnia;+48 795 948 315;
805;Pasieczna;Morelowa;607 411 056;
806;Łój;Zielna;+48 32 920 97 57;
807;Wołkowicz;Kolorowa;+48 729 252 601;
808;Butrym;Sawickiej;32 451 38 24;
809;Bodych;Jadwigi;501 035 931;
810;Huber;Grzybowa;515 932 524;
811;Łyczak;Staffa;22 787 02 69;
812;Maraszek;Orzechowa;697 794 698;
813;Kozieja;Rubinowa;790 619 464;
814;Kuboń;Partyzantów;579 512 529;
815;Malisz;Grabowa;+48 32 219 00 56;
816;Toborek;Okrężna;+48 887 725 849;
817;Graboś;Jana;+48 608 949 280;
818;Sarosiek;Jadwigi;+48 738 720 183;
819;Kobryń;Rycerska;+48 534 656 794;
820;Hynek;Fabryczna;886 755 114;
821;Łyczak;Baczynskiego;22 964 36 46;
822;Ciepła;Śląska;501 192 983;
823;Kiwior;Jesienna;+48 739 287 287;
824;Czerniakiewicz;Miłosza;667 294 789;
825;Nawój;Morelowa;+48 32 860 83 24;
826;Glazer;Młynarska;22 136 45 05;
827;Trepczyk;Słowicza;+48 661 514 430;
828;Skowyra;Czarnieckiego;+48 510 987 466;
829;Kaja;Towarowa;+48 22 276 40 98;
830;Jaszczyszyn;Piwna;+48 508 916 508;
831;Szajna;Wyzwolenia;783 267 396;
832;Gajdzik;Stefana Batorego;+48 669 585 652;
833;Flaga;Rataja;+48 696 114 002;
834;Goj;Maczka;+48 500 795 603;
835;Kryszkiewicz;Tuwima;669 144 558;
836;Pietrusiewicz;Stycznia;+48 697 928 226;
837;Siedlarz;Letniskowa;727 715 616;
838;Piórek;Morska;+48 32 692 52 35;
839;Jantos;Cisowa;576 493 325;
840;Walocha;Akacjowa;+48 727 973 081;
841;Siergiej;Storczykowa;+48 572 050 383;
842;Ochal;Maja;+48 885 016 666;
843;Tereszkiewicz;Zwycięstwa;795 123 821;
844;Fronia;Szeroka;32 173 58 94;
845;Zys;Żwirowa;784 055 221;
846;Sobiło;Cyprysowa;785 205 452;
847;Sołek;Warszawska;+48 799 870 838;
848;Fechner;Narutowicza;+48 739 998 235;
849;Zaraś;Królewska;22 888 94 94;
850;Grzejszczak;Podwale;+48 504 486 861;
851;Franków;Miodowa;730 725 138;
852;Miśkowiec;Moniuszki;+48 781 657 520;
853;Pacholak;Jaskółcza;+48 536 873 166;
854;Lejk;Podwale;665 107 560;
855;Kosiak;Szafirowa;693 307 356;
856;Mikoda;Pogodna;+48 668 820 618;
857;Frania;Niepodległości;+48 502 634 110;
858;Litwiniuk;Mickiewicza;+48 501 598 186;
859;Kubiaczyk;Orzeszkowej;+48 736 245 341;
860;Łupina;Zakole;+48 889 805 738;
861;Korta;Wybickiego;793 123 302;
862;Trepczyk;Kielecka;721 871 269;
863;Talaśka;Krzywa;+48 720 995 785;
864;Łasak;Kazimierza Wielkiego;+48 513 043 668;
865;Brodawka;Starowiejska;510 543 238;
866;Sterna;Świerczewskiego;+48 790 867 137;
867;Sapa;Kościelna;+48 724 359 403;
868;Szymaniuk;Lotnicza;+48 738 393 498;
869;Stypka;Stroma;+48 729 891 543;
870;Dryka;Modrzewiowa;+48 721 676 410;
871;Ruszel;Żwirowa;+48 691 618 047;
872;Pacholik;Akacjowa;+48 574 758 606;
873;Sereda;Browarna;734 533 610;
874;Czopik;Słowianska;22 658 93 32;
875;Gabryelczyk;Żabia;606 427 318;
876;Kliber;Gałczynskiego;+48 22 214 22 34;
877;Trzyna;Srebrna;881 999 890;
878;Rok;Kamienna;782 051 289;
879;Jasionek;Wieniawskiego;725 724 273;
880;Superson;Szeroka;518 521 320;
881;Labocha;Zwycięstwa;791 511 274;
882;Stefankiewicz;Tulipanowa;884 092 484;
883;Czuryło;Cegielniana;+48 501 474 369;
884;Kondej;Nowa;661 646 425;
885;Buszta;Ściegiennego;730 164 560;
886;Białasik;Bydgoska;784 873 582;
887;Drewicz;Lipca;532 282 958;
888;Majnusz;Żwirowa;+48 572 059 399;
889;Leszczak;Sarnia;736 852 920;
890;Wajer;Zachodnia;886 440 483;
891;Pastucha;Słoneczna;+48 600 860 168;
892;Herbut;Szarych Szeregów;+48 664 488 843;
893;Adamaszek;Wschodnia;791 988 093;
894;Irzyk;Władysława Łokietka;+48 788 040 575;
895;Kaszkowiak;Nałkowskiej;602 997 318;
896;Joszko;Strumykowa;+48 791 959 974;
897;Spychaj;Jodłowa;888 840 648;
898;Gierach;Reymonta;609 746 109;
899;Sklorz;Malinowa;+48 662 847 550;
900;Pastor;Rzeczna;22 492 34 33;
901;Szczechowicz;Stycznia;739 026 260;
902;Dytko;Topolowa;883 012 105;
903;Sołtysek;Krasińskiego;+48 22 787 96 66;
904;Lademann;Spacerowa;793 058 024;
905;Cieplucha;Północna;+48 600 367 758;
906;Rorat;Letniskowa;519 103 312;
907;Czerniec;Łączna;+48 696 053 491;
908;Ziemkiewicz;Świerczewskiego;+48 791 039 865;
909;Mitoraj;Zaułek;796 431 551;
910;Kij;Żeromskiego;+48 511 856 018;
911;Podleśna;Kaliska;+48 798 365 257;
912;Szkaradek;Okrzei;694 921 640;
913;Noras;Klonowa;+48 22 904 26 52;
914;Trojanek;Władysława Jagiełły;+48 539 038 860;
915;Kocaj;Wiązowa;605 058 696;
916;Dudzicz;Ptasia;+48 22 085 87 77;
917;Pryk;Cisowa;+48 662 699 960;
918;Hass;Jeżynowa;512 850 742;
919;Kołsut;Rajska;608 713 808;
920;Molek;Piastowska;887 074 840;
921;Tokarek;Mazurska;781 155 218;
922;Pułka;Młynarska;731 854 765;
923;Żyto;Konwaliowa;+48 886 713 608;
924;Filiks;Lazurowa;884 731 979;
925;Wojsław;Gajowa;572 733 939;
926;Maron;Warszawska;+48 793 664 673;
927;Kiedrowicz;Urocza;883 838 901;
928;Molek;Wrocławska;+48 604 517 142;
929;Glaza;Górska;794 815 949;
930;Koral;Władysława Jagiełły;508 434 089;
931;Foit;Nałkowskiej;732 293 583;
932;Głowienka;Maja;796 609 870;
933;Reichel;Dąbrowskiej;+48 577 193 239;
934;Kuciak;Słowicza;+48 733 661 074;
935;Buczko;Zaułek;888 067 189;
936;Grubba;Bolesława Krzywoustego;+48 789 303 457;
937;Kacperek;Sawickiej;603 836 686;
938;Korkosz;Wybickiego;+48 692 659 072;
939;Gołoś;Floriana;788 651 528;
940;Wierzchoń;Andersa;+48 602 827 152;
941;Troka;Żwirki i Wigury;+48 22 204 56 67;
942;Krzempek;Zapolskiej;783 708 202;
943;Rajczak;Mokra;690 133 682;
944;Palus;Żwirowa;511 138 525;
945;Hyjek;Jana III Sobieskiego;731 102 219;
946;Deszcz;Podgórna;+48 732 641 807;
947;Tabisz;Zakole;+48 576 859 438;
948;Kazek;Waryńskiego;736 469 310;
949;Spólnik;Irysowa;+48 887 216 608;
950;Wawrzonek;Sybiraków;+48 506 763 074;
951;Litwińczuk;Podwale;726 569 607;
952;Skotarczak;Jana III Sobieskiego;720 863 090;
953;Drążyk;Harcerska;692 604 787;
954;Łyczek;Sucharskiego;722 713 024;
955;Nehring;Mickiewicza;+48 880 506 476;
956;Dycha;Szarych Szeregów;+48 539 276 834;
957;Mirocha;Złota;22 236 25 79;
958;Domka;Orzeszkowej;+48 32 006 28 47;
959;Latek;Ściegiennego;+48 663 709 005;
960;Kucharzyk;Widokowa;+48 721 012 364;
961;Magier;Prosta;+48 22 238 33 63;
962;Kidawa;Lubelska;+48 885 425 632;
963;Kukawka;Jaskółcza;+48 578 000 392;
964;Kijas;Norwida;+48 22 457 59 98;
965;Miąsik;Cmentarna;+48 518 050 886;
966;Sass;Jarzębinowa;696 790 767;
967;Pietrasiak;Sportowa;+48 22 607 84 48;
968;Mysior;Krucza;+48 22 285 44 44;
969;Koperek;Sarnia;531 408 829;
970;Łasak;Głowackiego;+48 534 808 538;
971;Ufnal;Partyzantów;+48 664 152 521;
972;Karmelita;Topolowa;+48 884 610 033;
973;Sobieszczyk;Spółdzielcza;884 471 392;
974;Posmyk;Mała;515 962 161;
975;Sadza;Klonowa;32 442 74 33;
976;Orman;Bolesława Krzywoustego;+48 796 495 873;
977;Maruszczak;Cedrowa;605 732 981;
978;Komsta;Zapolskiej;+48 780 691 092;
979;Pułka;Borówkowa;790 567 182;
980;Uroda;Poznańska;+48 889 558 735;
981;Rzucidło;Szewska;+48 665 757 250;
982;Kuzior;Rynek;609 950 068;
983;Pudełek;Zakole;783 884 961;
984;Bujas;Drzymały;+48 798 606 847;
985;Stroka;Kielecka;530 809 972;
986;Kobel;Mazurska;517 837 085;
987;Niebudek;Niepodległości;+48 510 009 495;
988;Mydlarz;Władysława Łokietka;693 731 481;
989;Dorobek;Matejki;+48 22 076 93 24;
990;Śliz;Jodłowa;579 796 471;
991;Kiełek;Letniskowa;+48 510 665 950;
992;Sadlak;Wspólna;+48 668 403 277;
993;Dobosiewicz;Norwida;723 765 427;
994;Bracha;Odrzańska;+48 664 497 051;
995;Wypchło;Piaskowa;601 805 690;
996;Giel;Nadrzeczna;735 068 089;
997;Luks;Lazurowa;+48 690 206 246;
998;Miotke;Kruczkowskiego;+48 535 439 103;
999;Czubaszek;Jagodowa;798 436 434;
1000;Wawrzynowicz;Paderewskiego;+48 699 168 463;
1001;Naglik;Cisowa;+48 789 514 257;
1002;Martynowicz;Floriana;+48 663 401 767;
1003;Kohut;Wiejska;663 149 173;
1004;Protasiuk;Jaśminowa;500 070 415;
1005;Wajdzik;Robotnicza;+48 500 242 361;
1006;Pochroń;Browarna;+48 797 758 428;
1007;Futyma;Spacerowa;+48 533 322 764;
1008;Jarmużek;Księżycowa;+48 669 854 649;
1009;Czerkies;Źródlana;22 358 36 06;
1010;Gąsienica;Narcyzowa;608 046 162;
1011;Makaruk;Nowa;+48 783 053 545;
1012;Leks;Mazowiecka;+48 533 087 961;
1013;Zysk;Topolowa;783 282 171;
1014;Błażejewicz;Cicha;32 816 84 43;
1015;Piekart;Graniczna;+48 731 629 034;
1016;Skupin;Maczka;722 273 678;
1017;Baś;Okrzei;886 354 897;
1018;Durys;Parkowa;+48 727 866 585;
1019;Kultys;Wiklinowa;737 819 264;
1020;Koziatek;Zapolskiej;662 983 666;
1021;Gołas;Magnoliowa;+48 22 241 75 56;
1022;Kuczaj;Jagodowa;732 060 383;
1023;Glenc;Rycerska;+48 793 618 504;
1024;Burchard;Południowa;725 121 524;
1025;Mikiciuk;Listopada;727 333 926;
1026;Pesta;Mostowa;+48 22 029 10 93;
1027;Brzęk;Piaskowa;570 557 662;
1028;Han;Kaszubska;782 512 260;
1029;Solich;Wróblewskiego;+48 733 093 855;
1030;Chojna;Szymanowskiego;607 591 701;
1031;Karpeta;Floriana;664 628 592;
1032;Strójwąs;Plażowa;+48 697 581 589;
1033;Judek;Staffa;789 904 357;
1034;Janke;Wąska;+48 667 980 286;
1035;Job;Zaciszna;+48 663 615 036;
1036;Milka;Północna;+48 698 262 116;
1037;Dudała;Olchowa;+48 572 478 655;
1038;Żołnierczyk;Kopernika;695 326 524;
1039;Duchnik;Rolna;508 065 627;
1040;Bulak;Azaliowa;888 744 276;
1041;Grzech;Zachodnia;+48 790 948 618;
1042;Plewnia;Łabędzia;579 581 282;
1043;Płodzień;Kusocińskiego;578 131 281;
1044;Siergiej;Władysława Łokietka;+48 791 431 386;
1045;Świerszcz;Rózana;+48 784 561 262;
1046;Kujda;Osiedlowa;+48 793 508 374;
1047;Radzewicz;Borówkowa;+48 881 992 257;
1048;Nurkiewicz;Nałkowskiej;+48 22 309 79 18;
1049;Kurzydło;Wierzbowa;+48 691 869 150;
1050;Behrendt;Graniczna;606 097 060;
1051;Celuch;Sportowa;691 571 341;
1052;Karwala;Zapolskiej;725 660 034;
1053;Grochola;Owocowa;+48 781 450 597;
1054;Feliniak;Skrajna;+48 537 840 224;
1055;Trzpil;Kilińskiego;780 697 105;
1056;Kurtyka;Bukowa;+48 22 871 58 23;
1057;Hennig;Kalinowa;696 800 744;
1058;Roda;Makowa;+48 882 105 966;
1059;Niksa;Odrzańska;+48 784 797 448;
1060;Kurcz;Wrocławska;883 188 547;
1061;Roszkiewicz;Lazurowa;+48 501 112 611;
1062;Karkocha;Wrzosowa;578 048 706;
1063;Przeklasa;Złota;+48 577 990 051;
1064;John;Kamienna;+48 799 552 260;
1065;Dudkowiak;Dworcowa;882 714 098;
1066;Geisler;Makowa;+48 515 204 404;
1067;Kusztal;Chełmońskiego;32 745 61 09;
1068;Rząca;Cisowa;32 574 17 90;
1069;Ograbek;Żeromskiego;538 386 224;
1070;Wojciech;Morska;+48 664 246 028;
1071;Świątkiewicz;Nałkowskiej;+48 781 769 475;
1072;Fechner;Grottgera;+48 608 862 132;
1073;Skotarczak;Prosta;+48 787 402 066;
1074;Pyszny;Szarych Szeregów;699 130 521;
1075;Dąbroś;Turkusowa;+48 518 573 721;
1076;Szyndler;Łączna;881 605 071;
1077;Goss;Jodłowa;32 890 17 70;
1078;Micał;Moniuszki;514 997 214;
1079;Zieniewicz;Krzywa;32 890 34 03;
1080;Pytko;Składowa;+48 608 634 867;
1081;Kaczka;Morska;+48 512 071 581;
1082;Zegar;Modrzewiowa;+48 502 008 190;
1083;Wieja;Konarskiego;507 399 315;
1084;Rozum;Grunwaldzka;22 739 84 28;
1085;Strzępek;Listopada;889 856 410;
1086;Dłubak;Truskawkowa;+48 601 549 376;
1087;Jędruszczak;Turystyczna;697 116 318;
1088;Jasionek;Słowackiego;+48 531 405 820;
1089;Ślimak;Czarnieckiego;22 041 38 30;
1090;Boś;Szczęśliwa;791 422 849;
1091;Smykała;Glówna;+48 603 274 672;
1092;Beck;Zdrojowa;+48 504 884 744;
1093;Polaszek;Lelewela;+48 507 995 980;
1094;Karnas;Parkowa;505 148 361;
1095;Domowicz;Błękitna;537 949 432;
1096;Szpyt;Cedrowa;606 801 643;
1097;Jonczyk;Gdańska;665 221 265;
1098;Rajchel;Plażowa;22 530 94 62;
1099;Nieszporek;Brzozowa;795 816 733;
1100;Cal;Mazowiecka;+48 790 702 629;
1101;Smykała;Królewska;730 756 637;
1102;Zbróg;Konopnickiej;+48 22 186 22 95;
1103;Sterna;Odrzańska;604 721 982;
1104;Łapot;Zapolskiej;+48 535 083 562;
1105;Kościuszko;Urocza;32 341 30 43;
1106;Kręcichwost;Makuszyńskiego;+48 786 752 696;
1107;Bzdęga;Polna;728 058 707;
1108;Jop;Krucza;+48 578 723 637;
1109;Kowala;Nowowiejska;+48 796 595 970;
1110;Siewiera;Armii Krajowej;730 435 168;
1111;Mak;Krucza;500 695 372;
1112;Ragus;Fabryczna;507 052 571;
1113;Myk;Podmiejska;+48 733 805 271;
1114;Maszota;Osiedlowa;+48 539 481 975;
1115;Fraś;Lotnicza;+48 696 465 840;
1116;Lula;Odrzańska;604 827 667;
1117;Złotnik;Fredry;889 726 960;
1118;Korzekwa;Polna;534 052 684;
1119;Kucharz;Jaśminowa;+48 539 654 094;
1120;Wójcikiewicz;Rynek;506 350 053;
1121;Pawlonka;Jesionowa;+48 22 737 03 80;
1122;Kudełka;Korczaka;32 864 01 41;
1123;Karaśkiewicz;Wspólna;799 467 931;
1124;Bubel;Pocztowa;+48 532 327 075;
1125;Mik;Chmielna;22 927 44 55;
1126;Pabisiak;Żeromskiego;+48 796 435 250;
1127;Sych;Daszyńskiego;732 353 180;
1128;Stachelek;Matejki;515 796 075;
1129;Ferdyn;Borówkowa;32 427 32 34;
1130;Wawrzkiewicz;Wczasowa;515 836 675;
1131;Nawój;Rzemieślnicza;+48 531 124 006;
1132;Mytych;Toruńska;691 353 824;
1133;Rogacz;Sowia;+48 537 972 984;
1134;Jeszka;Irysowa;+48 885 271 566;
1135;Hołubowicz;Grunwaldzka;601 924 319;
1136;Misztela;Pocztowa;504 776 631;
1137;Kruszka;Poziomkowa;727 891 210;
1138;Job;Narcyzowa;720 017 361;
1139;Trybała;Stawowa;+48 726 689 541;
1140;Gnyp;Kasprowicza;+48 32 306 33 51;
1141;Strzoda;Prusa;+48 32 606 45 66;
1142;Plak;Mazurska;534 198 825;
1143;Rakus;Koralowa;+48 22 784 88 31;
1144;Lemke;Okulickiego;+48 796 727 678;
1145;Patrzałek;Morelowa;505 002 972;
1146;Dukat;Mazurska;+48 576 113 168;
1147;Mamcarz;Ptasia;530 651 210;
1148;Kamyszek;Ceglana;786 407 877;
1149;Morys;Słonecznikowa;+48 32 453 01 11;
1150;Rapa;Makowa;+48 22 107 93 08;
1151;Wyroba;Jaskółcza;+48 883 949 575;
1152;Bek;Krasickiego;+48 22 446 18 33;
1153;Zuziak;Kaszubska;508 941 917;
1154;Szylar;Popiełuszki;+48 664 669 915;
1155;Jasica;Myśliwska;+48 883 785 949;
1156;Kapuścik;Opolska;+48 22 667 57 33;
1157;Zuziak;Żeglarska;+48 572 815 591;
1158;Macias;Nadrzeczna;+48 22 052 52 22;
1159;Krzosek;Powstańców Wielkopolskich;538 229 336;
1160;Bulak;Poznańska;22 305 55 92;
1161;Matejczuk;Tulipanowa;696 146 588;
1162;Kocurek;Prosta;787 958 091;
1163;Poleszak;Grottgera;+48 531 840 121;
1164;Szpala;Cedrowa;22 581 31 56;
1165;Rudowicz;Cegielniana;+48 662 854 951;
1166;Zioła;Handlowa;+48 22 317 16 03;
1167;Starościak;Swierkowa;533 951 676;
1168;Czerepak;Młyńska;781 932 274;
1169;Owsiany;Makowa;32 627 64 56;
1170;Raszkiewicz;Morcinka;695 505 753;
1171;Stiller;Kazimierza Wielkiego;515 666 125;
1172;Ryczko;Daszyńskiego;608 444 730;
1173;Mleczek;Ciasna;729 460 596;
1174;Kulon;Skośna;+48 505 483 303;
1175;Antoszczyk;Willowa;+48 606 560 070;
1176;Stanclik;Podgórna;609 462 804;
1177;Cichos;Jasna;32 277 28 44;
1178;Roter;Władysława Łokietka;+48 510 204 389;
1179;Sutor;Ludowa;+48 881 900 855;
1180;Zubel;Zapolskiej;+48 733 696 844;
1181;Obst;Zachodnia;+48 517 065 427;
1182;Kunert;Prusa;+48 22 348 49 99;
